Job ID,Customer,Industry,Shift,Operator ID,Operator Level,Material,Department,Machine,Process Type,Complexity Score,Tool Condition,Rush Order,Machine Downtime,Inspection Type,Outside Process,Outside Process Type,Hardware,Hardware Type,Deburr,Setup Minutes,Cycle Time Seconds,Total Parts,Defect Count,Defect Rate,Thread,Defect Type,Possible Cause,Scrap Cost Per Part,Production Cost
JOB_12086,Tesla,Automotive,First 6:00AM-2:30PM,OP_003,Mid,304 Stainless Steel,Mill,YCM_2,Surface_Finish_Critical,5,New,No,No,Final_Inspection,No,None,Yes,Fasteners,Manually Deburred,70,74.85,1090,22,2.0,Yes,Dent,Incorrect_Tool_Used,22.5,3358.31
JOB_12087,Medtronic,Medical,Second 1:30PM to 9:30PM,OP_003,Mid,430 Stainless Steel,Lathe,Samsung_SL15E,Tight_Tolerance,6,New,No,Yes,First_Article,Yes,Nickel_Plating,Yes,Screw,Manually Deburred,74,89.28,579,17,2.95,Yes,Scratches,Careless_Deburring,22.0,2287.25
JOB_12088,General_Atomics,Aerospace_Defense,First 6:00AM-2:30PM,OP_006,Senior,7075 Aluminum,Lathe,Samsung_SL15E,Standard,3,Mid_Life,No,No,In_Process,No,None,Yes,Bolts,Part_Deburred_On_Machine,49,88.49,2247,18,0.8,Yes,Out_Of_Tolerance,Careless_Deburring,20.5,5527.03
JOB_12089,Tesla,Automotive,Second 1:30PM to 9:30PM,OP_002,Junior,430 Stainless Steel,Lathe,Big_Wia,High_Precision,9,Worn,No,No,100%_Inspection,Yes,Grinding,No,None,Manually Deburred,118,96.29,131,5,4.0,Yes,Burrs_In_Part,Careless_Deburring,26.5,694.59
JOB_12090,Medtronic,Medical,Second 1:30PM to 9:30PM,OP_003,Mid,6061 Aluminum,Lathe,Miyano_BND,Standard,4,Worn,No,No,In_Process,No,None,Yes,Dowel_Pins,Manually Deburred,55,60.88,1155,25,2.15,Yes,Dent,Incorrect_Revision_Level,15.0,2646.17
JOB_12091,Lockheed_Martin,Aerospace_Defense,First 6:00AM-2:30PM,OP_002,Junior,304 Stainless Steel,Mill,Doosan_HC400_II,Standard,3,Mid_Life,No,No,In_Process,Yes,Electroless_Nickel_Plating,Yes,Bolts,Part_Deburred_On_Machine,55,83.31,463,8,1.7,Yes,Thread_Defect,Programming_Error,19.5,1677.67
JOB_12092,Lockheed_Martin,Aerospace_Defense,Second 1:30PM to 9:30PM,OP_003,Mid,6061 Aluminum,Lathe,Big_Wia,Tight_Tolerance,8,Worn,No,No,100%_Inspection,Yes,Electroless_Nickel_Plating,Yes,Dowel_Pins,Part_Deburred_On_Machine,82,101.26,276,8,2.95,No,Incorrect_Hole_Size,Improper_Setup,21.0,1146.79
JOB_12093,General_Atomics,Aerospace_Defense,First 6:00AM-2:30PM,OP_004,Mid,Steel,Lathe,Miyano_BND,High_Precision,9,New,No,No,In_Process,No,None,Yes,Hinge,Manually Deburred,107,107.05,326,9,2.9,Yes,Scratches,Damaged_When_Shipped_To_Customer,23.5,1308.98
JOB_12094,Medtronic,Medical,First 6:00AM-2:30PM,OP_003,Mid,430 Stainless Steel,Lathe,Miyano_BND,Tight_Tolerance,6,New,No,No,Final_Inspection,Yes,Colored_Paint,No,None,Manually Deburred,75,56.33,336,7,2.05,Yes,Incorrect_Depth,Improper_Setup,22.0,993.8
JOB_12095,Applied_Materials,Semiconductor,First 6:00AM-2:30PM,OP_005,Senior,Steel,Mill,YCM_2,Standard,3,Mid_Life,No,No,Final_Inspection,Yes,Heat_Treatment,No,None,Manually Deburred,34,50.23,2950,21,0.7,No,Incorrect_Depth,Incorrect_Revision_Level,14.5,7071.1
JOB_12096,Lockheed_Martin,Aerospace_Defense,First 6:00AM-2:30PM,OP_006,Senior,7075 Aluminum,Mill,Doosan_HC400_II,Standard,2,New,No,No,In_Process,No,None,Yes,Fasteners,Part_Deburred_On_Machine,36,48.82,352,1,0.35,No,Incorrect_Depth,Part_Lifted_On_Machine,19.0,635.08
JOB_12097,Tesla,Automotive,Second 1:30PM to 9:30PM,OP_003,Mid,6061 Aluminum,Mill,Matsuura_MAM72,Standard,3,Worn,No,Yes,Final_Inspection,Yes,Clear_Hard_Anodize,Yes,Hinge,Manually Deburred,54,87.83,1642,44,2.7,Yes,Burrs_In_Part,Tool_On_Machine_Broke,13.5,6373.52
JOB_12098,Lockheed_Martin,Aerospace_Defense,First 6:00AM-2:30PM,OP_001,Junior,430 Stainless Steel,Lathe,Big_Wia,Surface_Finish_Critical,6,Mid_Life,No,No,In_Process,No,None,Yes,Fasteners,Part_Deburred_On_Machine,77,86.87,596,15,2.55,Yes,Thread_Defect,Tool_On_Machine_Broke,22.0,1762.01
JOB_12099,Lockheed_Martin,Aerospace_Defense,First 6:00AM-2:30PM,OP_006,Senior,6063 Aluminum,Lathe,Small_Wia,Standard,4,New,No,No,Final_Inspection,Yes,Clear_Chromate,No,None,Part_Deburred_On_Machine,47,93.95,2827,10,0.35,No,Dent,Incorrect_Tool_Used,14.0,8083.71
JOB_12100,Tesla,Automotive,First 6:00AM-2:30PM,OP_002,Junior,6061 Aluminum,Mill,YCM_2,Standard,4,Mid_Life,No,Yes,Final_Inspection,No,None,No,None,Part_Deburred_On_Machine,68,61.85,893,21,2.35,Yes,Material_Cut_Too_Small,Material_Defect,15.0,1969.48
JOB_12101,Applied_Materials,Semiconductor,Second 1:30PM to 9:30PM,OP_002,Junior,6061 Aluminum,Lathe,Small_Wia,Secondary_Operation,6,New,No,No,Final_Inspection,Yes,Clear_Hard_Anodize,Yes,Dowel_Pins,Manually Deburred,95,66.87,454,10,2.15,No,Missing_Feature,Programming_Error,18.0,1503.41
JOB_12102,General_Atomics,Aerospace_Defense,Second 1:30PM to 9:30PM,OP_006,Senior,6061 Aluminum,Mill,YCM_2,Secondary_Operation,4,Mid_Life,Yes,No,In_Process,Yes,Colored_Hard_Anodize,No,None,Manually Deburred,65,97.83,1601,31,1.95,Yes,Missing_Feature,Operator_Mistake,15.0,6222.05
JOB_12103,Lockheed_Martin,Aerospace_Defense,Second 1:30PM to 9:30PM,OP_006,Senior,7075 Aluminum,Lathe,Small_Wia,Standard,4,Mid_Life,No,Yes,100%_Inspection,No,None,No,None,Part_Deburred_On_Machine,50,80.13,2318,34,1.45,Yes,Incorrect_Hole_Size,Incorrect_Tool_Used,22.0,5174.05
JOB_12104,General_Atomics,Aerospace_Defense,First 6:00AM-2:30PM,OP_005,Senior,430 Stainless Steel,Mill,YCM_3,Secondary_Operation,4,Worn,No,No,First_Article,Yes,Beadblast,Yes,Fasteners,Manually Deburred,62,71.13,2961,61,2.05,Yes,Thread_Defect,Tool_On_Machine_Broke,19.0,10220.24
JOB_12105,Medtronic,Medical,First 6:00AM-2:30PM,OP_001,Junior,6063 Aluminum,Lathe,Miyano_BND,Tight_Tolerance,8,Mid_Life,No,No,100%_Inspection,Yes,Colored_Hard_Anodize,No,None,Part_Deburred_On_Machine,93,96.3,186,5,2.65,Yes,Out_Of_Tolerance,Incorrect_Print,20.0,752.24
JOB_12106,General_Atomics,Aerospace_Defense,Second 1:30PM to 9:30PM,OP_003,Mid,6063 Aluminum,Mill,Matsuura_MAM72,Surface_Finish_Critical,6,Mid_Life,No,No,Final_Inspection,No,None,Yes,Fasteners,Part_Deburred_On_Machine,63,102.99,1198,25,2.05,No,Burrs_In_Part,Operator_Mistake,17.0,4140.06
JOB_12107,Medtronic,Medical,Second 1:30PM to 9:30PM,OP_006,Senior,6063 Aluminum,Mill,YCM_2,Standard,3,New,No,No,First_Article,Yes,White_Paint,No,None,Manually Deburred,49,72.66,2563,13,0.5,Yes,Scratches,Operator_Mistake,12.5,7589.27
JOB_12108,Lockheed_Martin,Aerospace_Defense,First 6:00AM-2:30PM,OP_002,Junior,304 Stainless Steel,Mill,NFX400A,Surface_Finish_Critical,5,New,No,No,In_Process,Yes,Beadblast,Yes,Hinge,Part_Deburred_On_Machine,70,67.72,57,1,2.3,No,Out_Of_Tolerance,Machine_Broke_Down,22.5,286.5
JOB_12109,Applied_Materials,Semiconductor,First 6:00AM-2:30PM,OP_005,Senior,6061 Aluminum,Mill,YCM_1,Tight_Tolerance,6,Worn,No,No,Final_Inspection,Yes,Beadblast,Yes,Bolts,Manually Deburred,72,85.82,192,5,2.55,No,Incorrect_Hole_Size,Improper_Setup,18.0,859.62
JOB_12110,Tesla,Automotive,First 6:00AM-2:30PM,OP_005,Senior,Steel,Lathe,Samsung_SL15E,Standard,2,Worn,No,No,100%_Inspection,Yes,Heat_Treatment,No,None,Part_Deburred_On_Machine,36,53.8,1858,16,0.85,No,Incorrect_Engraving,Operator_Mistake,13.0,3777.94
JOB_12111,General_Atomics,Aerospace_Defense,Second 1:30PM to 9:30PM,OP_005,Senior,Steel,Mill,Doosan_HC400_II,Tight_Tolerance,6,Mid_Life,No,No,First_Article,Yes,White_Paint,Yes,Dowel_Pins,Part_Deburred_On_Machine,59,87.45,898,16,1.75,Yes,Out_Of_Tolerance,Tool_On_Machine_Broke,19.0,3277.94
JOB_12112,General_Atomics,Aerospace_Defense,Second 1:30PM to 9:30PM,OP_005,Senior,7075 Aluminum,Lathe,Small_Wia,High_Precision,9,Mid_Life,Yes,No,In_Process,No,None,Yes,Dowel_Pins,Manually Deburred,102,98.91,10,0,3.8,Yes,None,None,29.5,163.48
JOB_12113,Tesla,Automotive,First 6:00AM-2:30PM,OP_005,Senior,6063 Aluminum,Lathe,Samsung_SL15E,Surface_Finish_Critical,6,Worn,No,No,In_Process,Yes,Gold_Anodize,Yes,Fasteners,Manually Deburred,66,105.04,616,16,2.55,Yes,Dent,Operator_Mistake,17.0,2506.28
JOB_12114,Medtronic,Medical,First 6:00AM-2:30PM,OP_006,Senior,304 Stainless Steel,Lathe,Small_Wia,Standard,4,Worn,No,No,Final_Inspection,No,None,No,None,Part_Deburred_On_Machine,51,65.35,1494,23,1.55,Yes,Damage_To_Surface,Tool_On_Machine_Broke,21.0,2870.02
JOB_12115,Applied_Materials,Semiconductor,Second 1:30PM to 9:30PM,OP_006,Senior,6063 Aluminum,Lathe,Big_Wia,Standard,3,Mid_Life,No,No,First_Article,Yes,Zinc_Plating,Yes,Dowel_Pins,Manually Deburred,35,75.06,1077,9,0.8,Yes,Incorrect_Depth,Improper_Setup,12.5,3194.15
JOB_12116,Applied_Materials,Semiconductor,Second 1:30PM to 9:30PM,OP_003,Mid,304 Stainless Steel,Mill,YCM_1,Surface_Finish_Critical,6,New,No,No,First_Article,Yes,Grinding,Yes,Bolts,Part_Deburred_On_Machine,71,83.92,952,20,2.05,Yes,Burrs_In_Part,Careless_Deburring,24.0,3557.47
JOB_12117,Tesla,Automotive,First 6:00AM-2:30PM,OP_005,Senior,7075 Aluminum,Lathe,Small_Wia,High_Precision,9,Mid_Life,Yes,No,100%_Inspection,Yes,Gold_Anodize,Yes,Fasteners,Part_Deburred_On_Machine,99,116.14,198,7,3.3,No,Burrs_In_Part,Incorrect_Tool_Used,29.5,1027.72
JOB_12118,Lockheed_Martin,Aerospace_Defense,Second 1:30PM to 9:30PM,OP_003,Mid,6063 Aluminum,Lathe,Big_Wia,Tight_Tolerance,7,Mid_Life,Yes,No,Final_Inspection,No,None,Yes,Bolts,Manually Deburred,82,109.42,1103,34,3.1,Yes,Burrs_In_Part,Careless_Deburring,18.5,4026.99
JOB_12119,Lockheed_Martin,Aerospace_Defense,Second 1:30PM to 9:30PM,OP_001,Junior,430 Stainless Steel,Mill,YCM_2,Secondary_Operation,5,Worn,Yes,No,In_Process,No,None,No,None,Part_Deburred_On_Machine,85,97.79,432,15,3.5,No,Burrs_In_Part,Incorrect_Tool_Used,20.5,1600.09
JOB_12120,Applied_Materials,Semiconductor,Second 1:30PM to 9:30PM,OP_005,Senior,Steel,Lathe,Big_Wia,Tight_Tolerance,8,Mid_Life,No,Yes,100%_Inspection,Yes,Grinding,Yes,Fasteners,Part_Deburred_On_Machine,82,105.31,31,1,2.55,Yes,Thread_Defect,Measurement_Error,22.0,231.78
JOB_12121,Tesla,Automotive,First 6:00AM-2:30PM,OP_004,Mid,6061 Aluminum,Mill,YCM_2,Surface_Finish_Critical,5,New,Yes,No,Final_Inspection,No,None,No,None,Manually Deburred,63,78.66,644,15,2.4,No,Scratches,Damaged_When_Shipped_To_Customer,16.5,1909.43
JOB_12122,General_Atomics,Aerospace_Defense,First 6:00AM-2:30PM,OP_004,Mid,304 Stainless Steel,Lathe,Big_Wia,Standard,4,Mid_Life,No,No,First_Article,Yes,Clear_Chromate,Yes,Dowel_Pins,Manually Deburred,56,79.82,2259,37,1.65,Yes,Incorrect_Depth,Machine_Broke_Down,21.0,7456.48
JOB_12123,Lockheed_Martin,Aerospace_Defense,Second 1:30PM to 9:30PM,OP_003,Mid,304 Stainless Steel,Mill,YCM_2,Tight_Tolerance,7,Mid_Life,No,No,In_Process,No,None,Yes,Dowel_Pins,Part_Deburred_On_Machine,78,78.75,426,11,2.6,No,Missing_Feature,Material_Defect,25.5,1417.08
JOB_12124,General_Atomics,Aerospace_Defense,First 6:00AM-2:30PM,OP_001,Junior,Steel,Lathe,Miyano_BND,Standard,2,Mid_Life,No,No,First_Article,Yes,Zinc_Plating,Yes,Bolts,Manually Deburred,41,59.88,360,6,1.55,Yes,Missing_Feature,Careless_Deburring,13.0,1025.71
JOB_12125,Lockheed_Martin,Aerospace_Defense,Second 1:30PM to 9:30PM,OP_003,Mid,430 Stainless Steel,Mill,NFX400A,Standard,4,Mid_Life,No,No,In_Process,Yes,Passivation,No,None,Part_Deburred_On_Machine,53,73.86,2962,37,1.25,Yes,Scratches,Careless_Deburring,19.0,8633.5
JOB_12126,Lockheed_Martin,Aerospace_Defense,Second 1:30PM to 9:30PM,OP_001,Junior,6061 Aluminum,Mill,Doosan_HC400_II,Secondary_Operation,5,New,No,No,In_Process,Yes,Clear_Hard_Anodize,Yes,Dowel_Pins,Manually Deburred,95,57.83,184,4,2.1,No,Scratches,Damaged_When_Shipped_To_Customer,16.5,708.81
JOB_12127,Medtronic,Medical,First 6:00AM-2:30PM,OP_003,Mid,7075 Aluminum,Mill,YCM_3,Tight_Tolerance,8,Mid_Life,No,No,First_Article,No,None,Yes,Fasteners,Manually Deburred,89,72.01,241,7,2.95,Yes,Out_Of_Tolerance,Operator_Mistake,28.0,927.43
JOB_12128,Applied_Materials,Semiconductor,Second 1:30PM to 9:30PM,OP_004,Mid,Steel,Lathe,Big_Wia,Tight_Tolerance,8,Worn,No,No,100%_Inspection,No,None,Yes,Screw,Part_Deburred_On_Machine,82,66.15,91,3,2.95,No,Burrs_In_Part,Tool_On_Machine_Broke,22.0,336.4
JOB_12129,General_Atomics,Aerospace_Defense,Second 1:30PM to 9:30PM,OP_002,Junior,6063 Aluminum,Mill,Doosan_HC400_II,Tight_Tolerance,7,Mid_Life,No,No,First_Article,Yes,White_Paint,Yes,Bolts,Part_Deburred_On_Machine,81,82.79,924,26,2.8,Yes,Out_Of_Tolerance,Programming_Error,18.5,3459.55
JOB_12130,Lockheed_Martin,Aerospace_Defense,Second 1:30PM to 9:30PM,OP_001,Junior,304 Stainless Steel,Lathe,Big_Wia,Standard,4,New,No,No,100%_Inspection,No,None,No,None,Manually Deburred,64,55.28,988,14,1.45,Yes,Damage_To_Surface,Incorrect_Print,21.0,1938.84
JOB_12131,Medtronic,Medical,First 6:00AM-2:30PM,OP_002,Junior,7075 Aluminum,Mill,Matsuura_MAM72,Standard,2,Mid_Life,Yes,No,In_Process,Yes,Zinc_Plating,Yes,Bolts,Manually Deburred,50,63.34,812,19,2.35,Yes,Burrs_In_Part,Tool_On_Machine_Broke,19.0,2731.2
JOB_12132,Tesla,Automotive,First 6:00AM-2:30PM,OP_003,Mid,304 Stainless Steel,Lathe,Samsung_SL15E,Surface_Finish_Critical,6,Worn,No,No,Final_Inspection,Yes,Clear_Chromate,No,None,Manually Deburred,77,86.89,819,26,3.15,Yes,Thread_Defect,Incorrect_Tool_Used,24.0,3086.11
JOB_12133,General_Atomics,Aerospace_Defense,First 6:00AM-2:30PM,OP_001,Junior,6061 Aluminum,Lathe,Big_Wia,Secondary_Operation,5,New,No,No,In_Process,No,None,No,None,Manually Deburred,89,91.86,327,7,2.1,Yes,Dent,Programming_Error,16.5,1016.13
JOB_12134,Lockheed_Martin,Aerospace_Defense,First 6:00AM-2:30PM,OP_002,Junior,6063 Aluminum,Mill,Doosan_HC400_II,High_Precision,10,New,No,Yes,100%_Inspection,No,None,Yes,Hinge,Manually Deburred,129,145.17,289,11,3.95,Yes,Out_Of_Tolerance,Incorrect_Print,23.0,1723.32
JOB_12135,Medtronic,Medical,Second 1:30PM to 9:30PM,OP_005,Senior,Steel,Mill,NFX400A,Standard,3,Worn,No,No,Final_Inspection,No,None,No,None,Part_Deburred_On_Machine,41,53.17,2830,34,1.2,No,Incorrect_Depth,Part_Lifted_On_Machine,14.5,4811.68
JOB_12136,Tesla,Automotive,First 6:00AM-2:30PM,OP_005,Senior,303 Stainless Steel,Mill,YCM_2,Standard,2,New,No,No,In_Process,Yes,Grinding,Yes,Bolts,Manually Deburred,34,65.14,2600,9,0.35,No,Dent,Incorrect_Print,17.0,7666.16
JOB_12137,Lockheed_Martin,Aerospace_Defense,Second 1:30PM to 9:30PM,OP_005,Senior,Steel,Mill,YCM_2,Tight_Tolerance,6,Mid_Life,No,No,100%_Inspection,No,None,No,None,Manually Deburred,65,73.04,1183,20,1.65,Yes,Out_Of_Tolerance,Incorrect_Tool_Used,19.0,3177.13
JOB_12138,Tesla,Automotive,Second 1:30PM to 9:30PM,OP_002,Junior,6061 Aluminum,Mill,Doosan_HC400_II,High_Precision,9,New,No,No,In_Process,No,None,Yes,Hinge,Manually Deburred,120,76.31,44,1,3.3,No,Burrs_In_Part,Operator_Mistake,22.5,325.3
JOB_12139,Tesla,Automotive,Second 1:30PM to 9:30PM,OP_004,Mid,304 Stainless Steel,Mill,YCM_1,Standard,3,New,No,No,100%_Inspection,Yes,Clear_Chromate,Yes,Dowel_Pins,Manually Deburred,42,42.82,477,4,0.9,No,Burrs_In_Part,Operator_Mistake,19.5,1232.05
JOB_12140,Medtronic,Medical,Second 1:30PM to 9:30PM,OP_001,Junior,6063 Aluminum,Mill,YCM_2,Secondary_Operation,6,New,No,No,First_Article,No,None,Yes,Hinge,Part_Deburred_On_Machine,103,104.87,1113,23,2.05,Yes,Thread_Defect,Tool_On_Machine_Broke,17.0,3968.1
JOB_12141,Applied_Materials,Semiconductor,Second 1:30PM to 9:30PM,OP_005,Senior,304 Stainless Steel,Lathe,Big_Wia,High_Precision,8,Mid_Life,No,No,Final_Inspection,Yes,Chem_Film,No,None,Part_Deburred_On_Machine,101,96.57,396,10,2.45,No,Incorrect_Hole_Size,Tool_On_Machine_Broke,27.0,1531.68
JOB_12142,Medtronic,Medical,First 6:00AM-2:30PM,OP_005,Senior,6063 Aluminum,Mill,Matsuura_MAM72,Secondary_Operation,6,New,No,No,First_Article,Yes,Gold_Anodize,No,None,Manually Deburred,87,92.84,689,9,1.35,Yes,Damage_To_Surface,Tool_On_Machine_Broke,17.0,2633.31
JOB_12143,Lockheed_Martin,Aerospace_Defense,Second 1:30PM to 9:30PM,OP_001,Junior,430 Stainless Steel,Lathe,Big_Wia,High_Precision,9,Worn,No,No,Final_Inspection,No,None,Yes,Screw,Manually Deburred,121,105.49,14,1,4.2,Yes,Incorrect_Hole_Size,Incorrect_Tool_Used,26.5,228.35
JOB_12144,Medtronic,Medical,Second 1:30PM to 9:30PM,OP_005,Senior,6061 Aluminum,Lathe,Small_Wia,Standard,3,Mid_Life,No,No,In_Process,No,None,Yes,Bolts,Manually Deburred,44,75.93,1886,15,0.8,Yes,Thread_Defect,Programming_Error,13.5,4480.78
JOB_12145,Medtronic,Medical,Second 1:30PM to 9:30PM,OP_002,Junior,430 Stainless Steel,Mill,YCM_3,Tight_Tolerance,6,Worn,No,Yes,In_Process,No,None,No,None,Manually Deburred,74,91.13,942,41,4.35,No,Out_Of_Tolerance,Improper_Setup,22.0,3614.21
JOB_12146,Tesla,Automotive,First 6:00AM-2:30PM,OP_002,Junior,303 Stainless Steel,Mill,YCM_1,Standard,3,Mid_Life,Yes,No,In_Process,Yes,Gold_Anodize,No,None,Part_Deburred_On_Machine,60,53.18,2295,48,2.1,Yes,Thread_Defect,Measurement_Error,18.5,5810.21
JOB_12147,Medtronic,Medical,Second 1:30PM to 9:30PM,OP_005,Senior,430 Stainless Steel,Lathe,Small_Wia,Tight_Tolerance,7,New,No,No,Final_Inspection,No,None,No,None,Manually Deburred,72,85.22,270,5,2.0,Yes,Thread_Defect,Improper_Setup,23.5,819.32
JOB_12148,Medtronic,Medical,Second 1:30PM to 9:30PM,OP_005,Senior,Steel,Mill,NFX400A,Tight_Tolerance,6,Mid_Life,No,No,Final_Inspection,No,None,No,None,Part_Deburred_On_Machine,61,100.61,270,4,1.65,No,Burrs_In_Part,Operator_Mistake,19.0,916.43
JOB_12149,General_Atomics,Aerospace_Defense,Second 1:30PM to 9:30PM,OP_005,Senior,6061 Aluminum,Mill,Matsuura_MAM72,Secondary_Operation,4,Mid_Life,No,No,Final_Inspection,No,None,No,None,Manually Deburred,58,78.9,592,7,1.25,No,Out_Of_Tolerance,Incorrect_Print,15.0,1636.63
JOB_12150,Applied_Materials,Semiconductor,First 6:00AM-2:30PM,OP_003,Mid,6061 Aluminum,Lathe,Miyano_BND,Tight_Tolerance,6,Mid_Life,No,No,Final_Inspection,No,None,Yes,Bolts,Manually Deburred,77,67.62,915,22,2.35,Yes,Dent,Material_Defect,18.0,2376.86
JOB_12151,Lockheed_Martin,Aerospace_Defense,First 6:00AM-2:30PM,OP_006,Senior,6061 Aluminum,Mill,YCM_3,Standard,4,Mid_Life,No,No,First_Article,No,None,Yes,Hinge,Manually Deburred,50,73.98,2473,23,0.95,Yes,Damage_To_Surface,Improper_Setup,15.0,6612.23
JOB_12152,Tesla,Automotive,First 6:00AM-2:30PM,OP_004,Mid,304 Stainless Steel,Lathe,Big_Wia,Tight_Tolerance,6,Worn,No,No,First_Article,No,None,Yes,Hinge,Part_Deburred_On_Machine,72,94.96,1038,33,3.15,Yes,Incorrect_Hole_Size,Incorrect_Tool_Used,24.0,3389.81
JOB_12153,Tesla,Automotive,Second 1:30PM to 9:30PM,OP_005,Senior,7075 Aluminum,Mill,Matsuura_MAM72,High_Precision,10,Worn,Yes,No,100%_Inspection,Yes,Electroless_Nickel_Plating,No,None,Manually Deburred,114,111.67,342,13,3.85,Yes,Out_Of_Tolerance,Part_Lifted_On_Machine,31.0,1916.22
JOB_12154,Medtronic,Medical,First 6:00AM-2:30PM,OP_003,Mid,6063 Aluminum,Mill,YCM_2,Standard,2,Worn,No,Yes,In_Process,No,None,No,None,Manually Deburred,33,56.19,2589,69,2.65,No,Out_Of_Tolerance,Part_Lifted_On_Machine,11.0,5556.35
JOB_12155,Tesla,Automotive,First 6:00AM-2:30PM,OP_002,Junior,304 Stainless Steel,Lathe,Samsung_SL15E,Tight_Tolerance,7,Worn,No,No,In_Process,No,None,No,None,Manually Deburred,96,100.37,776,30,3.9,Yes,Incorrect_Depth,Improper_Setup,25.5,2895.42
JOB_12156,Applied_Materials,Semiconductor,First 6:00AM-2:30PM,OP_001,Junior,430 Stainless Steel,Lathe,Samsung_SL15E,Standard,3,Mid_Life,No,No,In_Process,Yes,Clear_Chromate,No,None,Part_Deburred_On_Machine,59,63.98,2283,34,1.5,Yes,Missing_Feature,Part_Lifted_On_Machine,17.5,5517.69
JOB_12157,Medtronic,Medical,First 6:00AM-2:30PM,OP_003,Mid,304 Stainless Steel,Mill,YCM_2,Standard,2,Mid_Life,No,No,First_Article,Yes,Colored_Paint,No,None,Manually Deburred,31,57.27,2780,38,1.35,No,Burrs_In_Part,Incorrect_Tool_Used,18.0,7575.47
JOB_12158,General_Atomics,Aerospace_Defense,First 6:00AM-2:30PM,OP_001,Junior,303 Stainless Steel,Mill,Doosan_HC400_II,High_Precision,8,Worn,No,No,100%_Inspection,No,None,No,None,Manually Deburred,124,109.63,71,3,3.85,No,Out_Of_Tolerance,Material_Defect,26.0,504.59
JOB_12159,General_Atomics,Aerospace_Defense,First 6:00AM-2:30PM,OP_005,Senior,7075 Aluminum,Lathe,Big_Wia,Secondary_Operation,6,Mid_Life,No,No,In_Process,Yes,Passivation,No,None,Part_Deburred_On_Machine,73,90.42,539,9,1.65,Yes,Incorrect_Depth,Part_Lifted_On_Machine,25.0,1782.66
JOB_12160,Medtronic,Medical,First 6:00AM-2:30PM,OP_003,Mid,6063 Aluminum,Lathe,Samsung_SL15E,Secondary_Operation,4,New,No,No,First_Article,Yes,Nickel_Plating,Yes,Hinge,Part_Deburred_On_Machine,71,74.34,544,7,1.35,No,Missing_Feature,Damaged_When_Shipped_To_Customer,14.0,1580.95
JOB_12161,Applied_Materials,Semiconductor,First 6:00AM-2:30PM,OP_004,Mid,Steel,Mill,Doosan_HC400_II,Secondary_Operation,6,Mid_Life,No,No,In_Process,Yes,Beadblast,Yes,Dowel_Pins,Manually Deburred,79,62.96,235,5,2.15,Yes,Thread_Defect,Tool_On_Machine_Broke,19.0,880.77
JOB_12162,Applied_Materials,Semiconductor,First 6:00AM-2:30PM,OP_002,Junior,6063 Aluminum,Mill,Matsuura_MAM72,Tight_Tolerance,7,New,Yes,Yes,First_Article,Yes,Gold_Anodize,No,None,Manually Deburred,80,80.78,477,20,4.1,No,Scratches,Machine_Broke_Down,18.5,1966.63
JOB_12163,General_Atomics,Aerospace_Defense,Second 1:30PM to 9:30PM,OP_004,Mid,304 Stainless Steel,Lathe,Miyano_BND,High_Precision,9,Mid_Life,No,No,100%_Inspection,No,None,Yes,Fasteners,Manually Deburred,122,110.98,389,12,3.1,No,Damage_To_Surface,Loaded_Part_On_Wrong_Size,28.5,1677.98
JOB_12164,Tesla,Automotive,Second 1:30PM to 9:30PM,OP_006,Senior,Steel,Lathe,Samsung_SL15E,High_Precision,8,Mid_Life,No,No,100%_Inspection,No,None,No,None,Manually Deburred,102,128.46,137,3,2.25,No,Damage_To_Surface,Incorrect_Print,22.0,641.04
JOB_12165,Tesla,Automotive,First 6:00AM-2:30PM,OP_005,Senior,304 Stainless Steel,Mill,Matsuura_MAM72,Surface_Finish_Critical,5,Worn,No,Yes,Final_Inspection,No,None,Yes,Screw,Part_Deburred_On_Machine,50,81.2,625,19,3.1,No,Incorrect_Depth,Damaged_When_Shipped_To_Customer,22.5,2033.4
JOB_12166,Lockheed_Martin,Aerospace_Defense,Second 1:30PM to 9:30PM,OP_004,Mid,430 Stainless Steel,Mill,Doosan_HC400_II,Standard,4,Mid_Life,No,No,First_Article,No,None,Yes,Bolts,Manually Deburred,60,83.3,1979,29,1.45,Yes,Damage_To_Surface,Incorrect_Print,19.0,6084.68
JOB_12167,General_Atomics,Aerospace_Defense,Second 1:30PM to 9:30PM,OP_001,Junior,7075 Aluminum,Mill,YCM_2,Standard,2,Worn,No,No,First_Article,No,None,No,None,Part_Deburred_On_Machine,56,51.56,2651,60,2.25,Yes,Damage_To_Surface,Tool_On_Machine_Broke,19.0,5100.75
JOB_12168,Lockheed_Martin,Aerospace_Defense,Second 1:30PM to 9:30PM,OP_003,Mid,7075 Aluminum,Mill,YCM_1,Surface_Finish_Critical,5,Mid_Life,No,No,100%_Inspection,No,None,No,None,Manually Deburred,70,69.33,406,9,2.1,No,Missing_Feature,Incorrect_Print,23.5,1207.23
JOB_12169,Medtronic,Medical,First 6:00AM-2:30PM,OP_003,Mid,7075 Aluminum,Mill,NFX400A,Standard,2,New,No,No,In_Process,Yes,Zinc_Plating,No,None,Manually Deburred,34,76.86,2402,25,1.05,No,Incorrect_Hole_Size,Improper_Setup,19.0,7682.59
